state,date,rain_in_mm
ASSAM,01-06-2002,109.9
ASSAM,01-07-2002,302.4
ASSAM,01-08-2002,263.2
ASSAM,01-09-2002,288.6
ASSAM,01-10-2002,132.3
ASSAM,01-11-2002,26.3
ASSAM,01-12-2002,0.7
ASSAM,01-01-2003,8.4
ASSAM,01-02-2003,11.2
ASSAM,01-03-2003,23.6
ASSAM,01-04-2003,26.6
ASSAM,01-05-2003,38.2
ASSAM,01-06-2003,96.6
ASSAM,01-07-2003,465.1
ASSAM,01-08-2003,377.4
ASSAM,01-09-2003,188
ASSAM,01-10-2003,83
ASSAM,01-11-2003,14.5
MEGHALAYA,01-12-2003,0
MEGHALAYA,01-01-2004,9.5
MEGHALAYA,01-02-2004,8.6
MEGHALAYA,01-03-2004,14.2
MEGHALAYA,01-04-2004,6.6
MEGHALAYA,01-05-2004,20.1
MEGHALAYA,01-06-2004,55.4
MEGHALAYA,01-07-2004,218.3
MEGHALAYA,01-08-2004,247
MEGHALAYA,01-09-2004,63.8
MEGHALAYA,01-10-2004,14.5
MEGHALAYA,01-11-2004,3
MEGHALAYA,01-12-2004,0
MEGHALAYA,01-01-2005,3.3
MEGHALAYA,01-02-2005,8.1
MEGHALAYA,01-03-2005,23.5
MEGHALAYA,01-04-2005,9
MEGHALAYA,01-05-2005,10.4
MEGHALAYA,01-06-2005,71.4
MEGHALAYA,01-07-2005,273.4
MEGHALAYA,01-08-2005,343.7
MEGHALAYA,01-09-2005,84.2
MEGHALAYA,01-10-2005,39.6
MEGHALAYA,01-11-2005,0.7
MEGHALAYA,01-12-2005,0
MEGHALAYA,01-01-2006,9.6
MEGHALAYA,01-02-2006,68.4
MEGHALAYA,01-03-2006,106.2
MEGHALAYA,01-04-2006,73
MEGHALAYA,01-05-2006,78.5
MEGHALAYA,01-06-2006,163.3
MEGHALAYA,01-07-2006,242.9
MEGHALAYA,01-08-2006,260
MEGHALAYA,01-09-2006,120
MEGHALAYA,01-10-2006,75.5
MEGHALAYA,01-11-2006,1.2
MEGHALAYA,01-12-2006,0
MEGHALAYA,01-01-2007,0.4
MEGHALAYA,01-02-2007,24.6
MEGHALAYA,01-03-2007,25.4
MEGHALAYA,01-04-2007,9.1
MEGHALAYA,01-05-2007,6.1
MEGHALAYA,01-06-2007,68.4
MEGHALAYA,01-07-2007,154.8
MEGHALAYA,01-08-2007,161.6
MEGHALAYA,01-09-2007,150.9
MEGHALAYA,01-10-2007,78.2
MEGHALAYA,01-11-2007,5.8
MEGHALAYA,01-12-2007,0
MEGHALAYA,01-01-2008,2.8
MEGHALAYA,01-02-2008,55.8
MEGHALAYA,01-03-2008,25.5
MEGHALAYA,01-04-2008,19.1
MEGHALAYA,01-05-2008,2.7
MEGHALAYA,01-06-2008,42.4
MEGHALAYA,01-07-2008,160.6
MEGHALAYA,01-08-2008,90.1
MEGHALAYA,01-09-2008,139.5
MEGHALAYA,01-10-2008,49.9
MEGHALAYA,01-11-2008,0
MEGHALAYA,01-12-2008,0.2
MEGHALAYA,01-01-2009,13.5
MEGHALAYA,01-02-2009,133.8
MEGHALAYA,01-03-2009,139.4
MEGHALAYA,01-04-2009,71.5
MEGHALAYA,01-05-2009,41.3
MEGHALAYA,01-06-2009,152.3
MEGHALAYA,01-07-2009,210.7
MEGHALAYA,01-08-2009,239.8
MEGHALAYA,01-09-2009,251.5
MEGHALAYA,01-10-2009,119.4
MEGHALAYA,01-11-2009,5.9
MEGHALAYA,01-12-2009,2.4
MEGHALAYA,01-01-2010,75
MEGHALAYA,01-02-2010,297.2
MEGHALAYA,01-03-2010,185.4
MEGHALAYA,01-04-2010,192.8
MEGHALAYA,01-05-2010,75.1
MEGHALAYA,01-06-2010,59.3
MEGHALAYA,01-07-2010,161
MEGHALAYA,01-08-2010,131.1
MEGHALAYA,01-09-2010,97.9
MEGHALAYA,01-10-2010,49.2
MEGHALAYA,01-11-2010,1.8
MEGHALAYA,01-12-2010,0
MEGHALAYA,01-01-2011,0
MEGHALAYA,01-02-2011,8.7
MEGHALAYA,01-03-2011,4.5
MEGHALAYA,01-04-2011,5.6
MEGHALAYA,01-05-2011,0.9
MEGHALAYA,01-06-2011,51.1
MEGHALAYA,01-07-2011,55
MEGHALAYA,01-08-2011,32.5
MEGHALAYA,01-09-2011,63
MEGHALAYA,01-10-2011,58.2
MEGHALAYA,01-11-2011,0.1
MEGHALAYA,01-12-2011,0
MEGHALAYA,01-01-2012,0
MEGHALAYA,01-02-2012,1.8
MEGHALAYA,01-03-2012,3.7
MEGHALAYA,01-04-2012,3.4
MEGHALAYA,01-05-2012,2.2
MEGHALAYA,01-06-2012,46.4
MEGHALAYA,01-07-2012,145.9
MEGHALAYA,01-08-2012,118.1
MEGHALAYA,01-09-2012,114.8
MEGHALAYA,01-10-2012,36.7
MEGHALAYA,01-11-2012,2.7
MEGHALAYA,01-12-2012,0
MEGHALAYA,01-01-2013,2.5
MEGHALAYA,01-02-2013,0.6
MEGHALAYA,01-03-2013,8.9
MEGHALAYA,01-04-2013,1.9
MEGHALAYA,01-05-2013,0.6
MEGHALAYA,01-06-2013,92.9
MEGHALAYA,01-07-2013,279
MEGHALAYA,01-08-2013,208.4
MEGHALAYA,01-09-2013,286.6
MEGHALAYA,01-10-2013,39.1
MEGHALAYA,01-11-2013,6.4
MEGHALAYA,01-12-2013,0
MEGHALAYA,01-01-2014,29.7
MEGHALAYA,01-02-2014,5.7
MEGHALAYA,01-03-2014,24.1
MEGHALAYA,01-04-2014,5.2
MEGHALAYA,01-05-2014,2.9
MEGHALAYA,01-06-2014,84.4
MEGHALAYA,01-07-2014,297.2
MEGHALAYA,01-08-2014,323.3
MEGHALAYA,01-09-2014,187.1
MEGHALAYA,01-10-2014,20.4
MEGHALAYA,01-11-2014,33.4
MEGHALAYA,01-12-2014,0
MEGHALAYA,01-01-2015,0
MEGHALAYA,01-02-2015,0.1
MEGHALAYA,01-03-2015,0
MEGHALAYA,01-04-2015,0
MEGHALAYA,01-05-2015,0
MEGHALAYA,01-06-2015,111.5
MEGHALAYA,01-07-2015,312.2
MEGHALAYA,01-08-2015,196.1
MEGHALAYA,01-09-2015,346.9
MEGHALAYA,01-10-2015,98.8
MEGHALAYA,01-11-2015,4.4
MEGHALAYA,01-12-2015,0
NAGALAND,01-01-1997,0
NAGALAND,01-02-1997,0
NAGALAND,01-03-1997,0
NAGALAND,01-04-1997,0
NAGALAND,01-05-1997,0
NAGALAND,01-06-1997,109.1
NAGALAND,01-07-1997,149.6
NAGALAND,01-08-1997,94.4
NAGALAND,01-09-1997,62.1
NAGALAND,01-10-1997,150
NAGALAND,01-11-1997,1.6
NAGALAND,01-12-1997,0
NAGALAND,01-01-1998,0
NAGALAND,01-02-1998,0
NAGALAND,01-03-1998,0
NAGALAND,01-04-1998,0
NAGALAND,01-05-1998,9.7
NAGALAND,01-06-1998,671.3
NAGALAND,01-07-1998,909.1
NAGALAND,01-08-1998,758.3
NAGALAND,01-09-1998,561.8
NAGALAND,01-10-1998,280
NAGALAND,01-11-1998,44.3
NAGALAND,01-12-1998,0.1
NAGALAND,01-01-1999,0.2
NAGALAND,01-02-1999,0
NAGALAND,01-03-1999,0.6
NAGALAND,01-04-1999,2.5
NAGALAND,01-05-1999,18.4
NAGALAND,01-06-1999,147.1
NAGALAND,01-07-1999,264.1
NAGALAND,01-08-1999,226.4
NAGALAND,01-09-1999,257.2
NAGALAND,01-10-1999,162.5
NAGALAND,01-11-1999,22.1
NAGALAND,01-12-1999,0
NAGALAND,01-01-2000,0.1
NAGALAND,01-02-2000,0.3
NAGALAND,01-03-2000,3.4
NAGALAND,01-04-2000,1.7
NAGALAND,01-05-2000,8.7
NAGALAND,01-06-2000,189.8
NAGALAND,01-07-2000,255.1
NAGALAND,01-08-2000,249.9
NAGALAND,01-09-2000,235.8
NAGALAND,01-10-2000,150.3
NAGALAND,01-11-2000,31.6
NAGALAND,01-12-2000,0
NAGALAND,01-01-2001,12.8
NAGALAND,01-02-2001,14.7
NAGALAND,01-03-2001,16.2
NAGALAND,01-04-2001,8.3
NAGALAND,01-05-2001,10.6
NAGALAND,01-06-2001,127.5
NAGALAND,01-07-2001,274
NAGALAND,01-08-2001,234.2
NAGALAND,01-09-2001,247.4
NAGALAND,01-10-2001,53.9
NAGALAND,01-11-2001,62.2
NAGALAND,01-12-2001,0
NAGALAND,01-01-2002,64.9
NAGALAND,01-02-2002,11.2
NAGALAND,01-03-2002,27.3
NAGALAND,01-04-2002,11.9
NAGALAND,01-05-2002,16.4
NAGALAND,01-06-2002,156.2
NAGALAND,01-07-2002,356
NAGALAND,01-08-2002,259.6
NAGALAND,01-09-2002,288.3
NAGALAND,01-10-2002,93.1
NAGALAND,01-11-2002,47.8
NAGALAND,01-12-2002,0
NAGALAND,01-01-2003,12.6
NAGALAND,01-02-2003,35.7
NAGALAND,01-03-2003,24.7
NAGALAND,01-04-2003,38.9
NAGALAND,01-05-2003,33.6
NAGALAND,01-06-2003,136.2
NAGALAND,01-07-2003,214.1
NAGALAND,01-08-2003,252.2
NAGALAND,01-09-2003,255.5
NAGALAND,01-10-2003,178.6
NAGALAND,01-11-2003,128.6
NAGALAND,01-12-2003,0
NAGALAND,01-01-2004,5.2
NAGALAND,01-02-2004,22.2
NAGALAND,01-03-2004,15.2
NAGALAND,01-04-2004,15.5
NAGALAND,01-05-2004,27.9
NAGALAND,01-06-2004,149.4
NAGALAND,01-07-2004,264
NAGALAND,01-08-2004,290.5
NAGALAND,01-09-2004,209.3
NAGALAND,01-10-2004,79.4
NAGALAND,01-11-2004,14.5
NAGALAND,01-12-2004,0
NAGALAND,01-01-2005,0.2
NAGALAND,01-02-2005,3.1
NAGALAND,01-03-2005,4.3
NAGALAND,01-04-2005,32.7
MANIPUR,01-05-2005,29
MANIPUR,01-06-2005,52.8
MANIPUR,01-07-2005,126.5
MANIPUR,01-08-2005,164.7
MANIPUR,01-09-2005,202
MANIPUR,01-10-2005,146.6
MANIPUR,01-11-2005,141.3
MANIPUR,01-12-2005,44.7
MANIPUR,01-01-2006,6.9
MANIPUR,01-02-2006,5.7
MANIPUR,01-03-2006,4.1
MANIPUR,01-04-2006,23.6
MANIPUR,01-05-2006,55.8
MANIPUR,01-06-2006,43
MANIPUR,01-07-2006,101.9
MANIPUR,01-08-2006,152.9
MANIPUR,01-09-2006,121.8
MANIPUR,01-10-2006,124.7
MANIPUR,01-11-2006,242
MANIPUR,01-12-2006,197.4
MANIPUR,01-01-2007,0
MANIPUR,01-02-2007,0
MANIPUR,01-03-2007,1.4
MANIPUR,01-04-2007,6.6
MANIPUR,01-05-2007,72
MANIPUR,01-06-2007,966.4
MANIPUR,01-07-2007,1092
MANIPUR,01-08-2007,633.9
MANIPUR,01-09-2007,572.8
MANIPUR,01-10-2007,271
MANIPUR,01-11-2007,80.6
MANIPUR,01-12-2007,11.3
MANIPUR,01-01-2008,0
MANIPUR,01-02-2008,0
MANIPUR,01-03-2008,0.4
MANIPUR,01-04-2008,6.1
MANIPUR,01-05-2008,32.7
MANIPUR,01-06-2008,107.8
MANIPUR,01-07-2008,140.4
MANIPUR,01-08-2008,155.4
MANIPUR,01-09-2008,223.1
MANIPUR,01-10-2008,172.7
MANIPUR,01-11-2008,13.9
MANIPUR,01-12-2008,0.1
MANIPUR,01-01-2009,0
MANIPUR,01-02-2009,0
MANIPUR,01-03-2009,3.5
MANIPUR,01-04-2009,31.6
MANIPUR,01-05-2009,47
MANIPUR,01-06-2009,155.6
MANIPUR,01-07-2009,278.4
MANIPUR,01-08-2009,205.5
MANIPUR,01-09-2009,175.8
MANIPUR,01-10-2009,148.9
MANIPUR,01-11-2009,55
MANIPUR,01-12-2009,11.7
MANIPUR,01-01-2010,6
MANIPUR,01-02-2010,2.1
MANIPUR,01-03-2010,8.1
MANIPUR,01-04-2010,61.1
MANIPUR,01-05-2010,151.6
MANIPUR,01-06-2010,732.5
MANIPUR,01-07-2010,641.4
MANIPUR,01-08-2010,371.8
MANIPUR,01-09-2010,517.6
MANIPUR,01-10-2010,444.8
MANIPUR,01-11-2010,135
MANIPUR,01-12-2010,79.4
MANIPUR,01-01-2011,52
MIZORAM,01-02-2011,0
MIZORAM,01-03-2011,1.8
MIZORAM,01-04-2011,40.3
MIZORAM,01-05-2011,68.2
MIZORAM,01-06-2011,382
MIZORAM,01-07-2011,388.8
MIZORAM,01-08-2011,196.7
MIZORAM,01-09-2011,274.7
MIZORAM,01-10-2011,184.8
MIZORAM,01-11-2011,144.1
MIZORAM,01-12-2011,253.5
MIZORAM,01-01-2012,46.8
MIZORAM,01-02-2012,44.6
MIZORAM,01-03-2012,14.2
MIZORAM,01-04-2012,270.6
MIZORAM,01-05-2012,257.4
MIZORAM,01-06-2012,295
MIZORAM,01-07-2012,408.5
MIZORAM,01-08-2012,329.2
MIZORAM,01-09-2012,325.3
MIZORAM,01-10-2012,437.5
MIZORAM,01-11-2012,124.9
MIZORAM,01-12-2012,145.7
MIZORAM,01-01-2013,7.9
MIZORAM,01-02-2013,6.1
MIZORAM,01-03-2013,40.4
MIZORAM,01-04-2013,159.6
MIZORAM,01-05-2013,343.2
MIZORAM,01-06-2013,450
MIZORAM,01-07-2013,376.9
MIZORAM,01-08-2013,438.1
MIZORAM,01-09-2013,254
MIZORAM,01-10-2013,207.9
MIZORAM,01-11-2013,28.3
MIZORAM,01-12-2013,4.3
MIZORAM,01-01-2014,2.4
MIZORAM,01-02-2014,0.5
MIZORAM,01-03-2014,38.7
MIZORAM,01-04-2014,150.6
MIZORAM,01-05-2014,466.8
MIZORAM,01-06-2014,429
TRIPURA,01-07-2014,596.7
TRIPURA,01-08-2014,487.5
TRIPURA,01-09-2014,196.9
TRIPURA,01-10-2014,208.6
TRIPURA,01-11-2014,14.1
TRIPURA,01-12-2014,2.3
TRIPURA,01-01-2015,2.2
TRIPURA,01-02-2015,0
TRIPURA,01-03-2015,33.5
TRIPURA,01-04-2015,26.3
TRIPURA,01-05-2015,397.5
TRIPURA,01-06-2015,358.4
TRIPURA,01-07-2015,422.7
TRIPURA,01-08-2015,391.3
TRIPURA,01-09-2015,338.5
TRIPURA,01-10-2015,227.7
TRIPURA,01-11-2015,16.5
TRIPURA,01-12-2015,18.3
SIKKIM,01-01-1997,8.7
SIKKIM,01-02-1997,6.2
SIKKIM,01-03-1997,17.9
SIKKIM,01-04-1997,156
SIKKIM,01-05-1997,335.4
SIKKIM,01-06-1997,550.5
SIKKIM,01-07-1997,831.7
SIKKIM,01-08-1997,751.6
SIKKIM,01-09-1997,404.1
SIKKIM,01-10-1997,246
SIKKIM,01-11-1997,10.7
SIKKIM,01-12-1997,4.5
SIKKIM,01-01-1998,0.1
SIKKIM,01-02-1998,0.7
SIKKIM,01-03-1998,1.6
SIKKIM,01-04-1998,10.5
SIKKIM,01-05-1998,217.9
SIKKIM,01-06-1998,268.8
SIKKIM,01-07-1998,405.2
SIKKIM,01-08-1998,375.4
SIKKIM,01-09-1998,467.8
SIKKIM,01-10-1998,195.3
SIKKIM,01-11-1998,13.7
SIKKIM,01-12-1998,0
SIKKIM,01-01-1999,0.1
SIKKIM,01-02-1999,0.7
SIKKIM,01-03-1999,0.9
SIKKIM,01-04-1999,3.2
SIKKIM,01-05-1999,164.8
SIKKIM,01-06-1999,222.9
SIKKIM,01-07-1999,270.2
SIKKIM,01-08-1999,325.9
SIKKIM,01-09-1999,266.4
SIKKIM,01-10-1999,215.4
SIKKIM,01-11-1999,13.9
SIKKIM,01-12-1999,0
SIKKIM,01-01-2000,0.6
SIKKIM,01-02-2000,0.1
SIKKIM,01-03-2000,0.1
SIKKIM,01-04-2000,1.5
SIKKIM,01-05-2000,95.4
SIKKIM,01-06-2000,240.2
SIKKIM,01-07-2000,416
SIKKIM,01-08-2000,373.1
SIKKIM,01-09-2000,315.8
SIKKIM,01-10-2000,140.6
SIKKIM,01-11-2000,3.3
SIKKIM,01-12-2000,0.2
SIKKIM,01-01-2001,0.1
SIKKIM,01-02-2001,0.2
SIKKIM,01-03-2001,0.4
SIKKIM,01-04-2001,3.8
SIKKIM,01-05-2001,83.6
SIKKIM,01-06-2001,265.1
SIKKIM,01-07-2001,380.8
SIKKIM,01-08-2001,347.5
SIKKIM,01-09-2001,199.6
SIKKIM,01-10-2001,114.1
SIKKIM,01-11-2001,6.9
SIKKIM,01-12-2001,0.6
SIKKIM,01-01-2002,8.7
SIKKIM,01-02-2002,6.8
WEST BENGAL,01-03-2002,0
WEST BENGAL,01-04-2002,0.2
WEST BENGAL,01-05-2002,23.6
WEST BENGAL,01-06-2002,112.6
WEST BENGAL,01-07-2002,254.2
WEST BENGAL,01-08-2002,261.5
WEST BENGAL,01-09-2002,211.1
WEST BENGAL,01-10-2002,71
WEST BENGAL,01-11-2002,1
WEST BENGAL,01-12-2002,2
WEST BENGAL,01-01-2003,19.3
WEST BENGAL,01-02-2003,1.1
WEST BENGAL,01-03-2003,0
WEST BENGAL,01-04-2003,0
WEST BENGAL,01-05-2003,8.3
WEST BENGAL,01-06-2003,66.3
WEST BENGAL,01-07-2003,215.1
WEST BENGAL,01-08-2003,180.5
WEST BENGAL,01-09-2003,261.6
WEST BENGAL,01-10-2003,33.4
WEST BENGAL,01-11-2003,0.1
WEST BENGAL,01-12-2003,0.7
WEST BENGAL,01-01-2004,33
WEST BENGAL,01-02-2004,11.4
WEST BENGAL,01-03-2004,1.4
WEST BENGAL,01-04-2004,1.2
WEST BENGAL,01-05-2004,50.5
WEST BENGAL,01-06-2004,158.9
WEST BENGAL,01-07-2004,389
WEST BENGAL,01-08-2004,285.5
WEST BENGAL,01-09-2004,217.9
WEST BENGAL,01-10-2004,32
WEST BENGAL,01-11-2004,0.1
WEST BENGAL,01-12-2004,4.7
WEST BENGAL,01-01-2005,31.7
WEST BENGAL,01-02-2005,0.7
WEST BENGAL,01-03-2005,1.4
WEST BENGAL,01-04-2005,0
WEST BENGAL,01-05-2005,20.1
WEST BENGAL,01-06-2005,42.2
WEST BENGAL,01-07-2005,109.8
WEST BENGAL,01-08-2005,78.7
WEST BENGAL,01-09-2005,54.7
WEST BENGAL,01-10-2005,4.8
WEST BENGAL,01-11-2005,0
WEST BENGAL,01-12-2005,0.4
WEST BENGAL,01-01-2006,43.4
WEST BENGAL,01-02-2006,5.6
WEST BENGAL,01-03-2006,4.3
WEST BENGAL,01-04-2006,0
WEST BENGAL,01-05-2006,22.6
WEST BENGAL,01-06-2006,35.6
WEST BENGAL,01-07-2006,139.6
WEST BENGAL,01-08-2006,82
WEST BENGAL,01-09-2006,30.7
WEST BENGAL,01-10-2006,0.5
WEST BENGAL,01-11-2006,0.1
WEST BENGAL,01-12-2006,0.2
WEST BENGAL,01-01-2007,109.2
WEST BENGAL,01-02-2007,54.3
WEST BENGAL,01-03-2007,33.4
WEST BENGAL,01-04-2007,7.1
WEST BENGAL,01-05-2007,98.3
WEST BENGAL,01-06-2007,104.7
WEST BENGAL,01-07-2007,304.1
WEST BENGAL,01-08-2007,284.6
WEST BENGAL,01-09-2007,111.4
WEST BENGAL,01-10-2007,6.4
WEST BENGAL,01-11-2007,28.9
WEST BENGAL,01-12-2007,2.5
WEST BENGAL,01-01-2008,183.5
WEST BENGAL,01-02-2008,56
WEST BENGAL,01-03-2008,91.6
WEST BENGAL,01-04-2008,24.3
WEST BENGAL,01-05-2008,47.6
WEST BENGAL,01-06-2008,51.9
WEST BENGAL,01-07-2008,133.8
WEST BENGAL,01-08-2008,145
WEST BENGAL,01-09-2008,84.8
WEST BENGAL,01-10-2008,3.5
WEST BENGAL,01-11-2008,68.4
WEST BENGAL,01-12-2008,0.2
WEST BENGAL,01-01-2009,6.4
WEST BENGAL,01-02-2009,3.1
WEST BENGAL,01-03-2009,0.2
WEST BENGAL,01-04-2009,0
WEST BENGAL,01-05-2009,39.3
WEST BENGAL,01-06-2009,23.8
WEST BENGAL,01-07-2009,55.9
WEST BENGAL,01-08-2009,61.5
WEST BENGAL,01-09-2009,6.5
WEST BENGAL,01-10-2009,7.6
WEST BENGAL,01-11-2009,0
WEST BENGAL,01-12-2009,0
WEST BENGAL,01-01-2010,1.6
WEST BENGAL,01-02-2010,4.9
WEST BENGAL,01-03-2010,0.1
WEST BENGAL,01-04-2010,0.1
WEST BENGAL,01-05-2010,6.3
WEST BENGAL,01-06-2010,53.4
WEST BENGAL,01-07-2010,190.5
WEST BENGAL,01-08-2010,70.9
WEST BENGAL,01-09-2010,65.1
WEST BENGAL,01-10-2010,15.5
WEST BENGAL,01-11-2010,0
WEST BENGAL,01-12-2010,0.1
WEST BENGAL,01-01-2011,0.9
WEST BENGAL,01-02-2011,31
WEST BENGAL,01-03-2011,0
WEST BENGAL,01-04-2011,0
WEST BENGAL,01-05-2011,4.5
WEST BENGAL,01-06-2011,127
WEST BENGAL,01-07-2011,284
WEST BENGAL,01-08-2011,188
WEST BENGAL,01-09-2011,330.8
WEST BENGAL,01-10-2011,86.2
WEST BENGAL,01-11-2011,0.3
WEST BENGAL,01-12-2011,0
WEST BENGAL,01-01-2012,1.5
WEST BENGAL,01-02-2012,21.2
WEST BENGAL,01-03-2012,0
WEST BENGAL,01-04-2012,0
WEST BENGAL,01-05-2012,4.8
WEST BENGAL,01-06-2012,122.5
WEST BENGAL,01-07-2012,336.3
WEST BENGAL,01-08-2012,355.9
WEST BENGAL,01-09-2012,522.7
WEST BENGAL,01-10-2012,79
WEST BENGAL,01-11-2012,0
WEST BENGAL,01-12-2012,0
WEST BENGAL,01-01-2013,0
WEST BENGAL,01-02-2013,2
WEST BENGAL,01-03-2013,0
WEST BENGAL,01-04-2013,0
WEST BENGAL,01-05-2013,7.4
WEST BENGAL,01-06-2013,158
WEST BENGAL,01-07-2013,219.4
WEST BENGAL,01-08-2013,55.1
WEST BENGAL,01-09-2013,57.2
WEST BENGAL,01-10-2013,69.5
WEST BENGAL,01-11-2013,0
WEST BENGAL,01-12-2013,0
WEST BENGAL,01-01-2014,1.3
WEST BENGAL,01-02-2014,10.5
WEST BENGAL,01-03-2014,0
WEST BENGAL,01-04-2014,0
WEST BENGAL,01-05-2014,131.9
WEST BENGAL,01-06-2014,60.6
WEST BENGAL,01-07-2014,42.3
WEST BENGAL,01-08-2014,17.4
WEST BENGAL,01-09-2014,23.9
WEST BENGAL,01-10-2014,92.9
WEST BENGAL,01-11-2014,0
WEST BENGAL,01-12-2014,0
WEST BENGAL,01-01-2015,0
WEST BENGAL,01-02-2015,0
WEST BENGAL,01-03-2015,0
WEST BENGAL,01-04-2015,0
WEST BENGAL,01-05-2015,67.1
WEST BENGAL,01-06-2015,978.7
WEST BENGAL,01-07-2015,1105.1
WEST BENGAL,01-08-2015,283.7
WEST BENGAL,01-09-2015,297.1
WEST BENGAL,01-10-2015,179.7
WEST BENGAL,01-11-2015,0.7
WEST BENGAL,01-12-2015,0
WEST BENGAL,01-01-1997,0
WEST BENGAL,01-02-1997,6.7
WEST BENGAL,01-03-1997,0
WEST BENGAL,01-04-1997,0.1
WEST BENGAL,01-05-1997,39.2
WEST BENGAL,01-06-1997,225.3
WEST BENGAL,01-07-1997,262.5
WEST BENGAL,01-08-1997,85.4
WEST BENGAL,01-09-1997,169
WEST BENGAL,01-10-1997,177.6
WEST BENGAL,01-11-1997,0
WEST BENGAL,01-12-1997,0
WEST BENGAL,01-01-1998,0
WEST BENGAL,01-02-1998,6
WEST BENGAL,01-03-1998,0.1
WEST BENGAL,01-04-1998,0
WEST BENGAL,01-05-1998,17.9
WEST BENGAL,01-06-1998,141.5
WEST BENGAL,01-07-1998,133.3
WEST BENGAL,01-08-1998,133.4
WEST BENGAL,01-09-1998,215.4
WEST BENGAL,01-10-1998,119.9
WEST BENGAL,01-11-1998,0
WEST BENGAL,01-12-1998,0
WEST BENGAL,01-01-1999,0.2
WEST BENGAL,01-02-1999,20.9
WEST BENGAL,01-03-1999,0.2
WEST BENGAL,01-04-1999,0
WEST BENGAL,01-05-1999,33.3
WEST BENGAL,01-06-1999,228.8
WEST BENGAL,01-07-1999,234
WEST BENGAL,01-08-1999,294.1
WEST BENGAL,01-09-1999,248
WEST BENGAL,01-10-1999,105.5
WEST BENGAL,01-11-1999,0
WEST BENGAL,01-12-1999,0
WEST BENGAL,01-01-2000,0
WEST BENGAL,01-02-2000,3.1
WEST BENGAL,01-03-2000,0.1
WEST BENGAL,01-04-2000,0
WEST BENGAL,01-05-2000,31.5
WEST BENGAL,01-06-2000,222.5
WEST BENGAL,01-07-2000,310
WEST BENGAL,01-08-2000,408.7
WEST BENGAL,01-09-2000,253.7
WEST BENGAL,01-10-2000,91.2
WEST BENGAL,01-11-2000,1.3
WEST BENGAL,01-12-2000,0.6
WEST BENGAL,01-01-2001,0.1
WEST BENGAL,01-02-2001,2.7
WEST BENGAL,01-03-2001,0.2
WEST BENGAL,01-04-2001,11
WEST BENGAL,01-05-2001,74.3
WEST BENGAL,01-06-2001,126.4
WEST BENGAL,01-07-2001,154.2
WEST BENGAL,01-08-2001,136.6
WEST BENGAL,01-09-2001,137.5
WEST BENGAL,01-10-2001,153.9
WEST BENGAL,01-11-2001,28.3
WEST BENGAL,01-12-2001,0
WEST BENGAL,01-01-2002,0
WEST BENGAL,01-02-2002,9.3
WEST BENGAL,01-03-2002,4.6
WEST BENGAL,01-04-2002,1.7
WEST BENGAL,01-05-2002,74.8
WEST BENGAL,01-06-2002,141.6
WEST BENGAL,01-07-2002,205.2
WEST BENGAL,01-08-2002,190.9
WEST BENGAL,01-09-2002,177.6
WEST BENGAL,01-10-2002,55.7
WEST BENGAL,01-11-2002,2.2
WEST BENGAL,01-12-2002,0
WEST BENGAL,01-01-2003,0.8
WEST BENGAL,01-02-2003,5.1
WEST BENGAL,01-03-2003,0.5
WEST BENGAL,01-04-2003,11.1
WEST BENGAL,01-05-2003,68.8
WEST BENGAL,01-06-2003,57.6
WEST BENGAL,01-07-2003,50.6
WEST BENGAL,01-08-2003,97.4
WEST BENGAL,01-09-2003,63.3
WEST BENGAL,01-10-2003,100.2
WEST BENGAL,01-11-2003,69.8
WEST BENGAL,01-12-2003,12
WEST BENGAL,01-01-2004,8.3
WEST BENGAL,01-02-2004,24.1
WEST BENGAL,01-03-2004,3.9
WEST BENGAL,01-04-2004,56.9
WEST BENGAL,01-05-2004,74.5
WEST BENGAL,01-06-2004,46.4
WEST BENGAL,01-07-2004,55.3
WEST BENGAL,01-08-2004,74.8
WEST BENGAL,01-09-2004,73.1
WEST BENGAL,01-10-2004,268.9
WEST BENGAL,01-11-2004,182.8
WEST BENGAL,01-12-2004,53.6
WEST BENGAL,01-01-2005,0
WEST BENGAL,01-02-2005,0.4
WEST BENGAL,01-03-2005,0.4
WEST BENGAL,01-04-2005,7.1
WEST BENGAL,01-05-2005,335.5
WEST BENGAL,01-06-2005,854.1
WEST BENGAL,01-07-2005,1525.9
WEST BENGAL,01-08-2005,518.4
WEST BENGAL,01-09-2005,186.5
WEST BENGAL,01-10-2005,338.2
WEST BENGAL,01-11-2005,12.8
WEST BENGAL,01-12-2005,0.5
WEST BENGAL,01-01-2006,0
WEST BENGAL,01-02-2006,3.4
WEST BENGAL,01-03-2006,0.6
WEST BENGAL,01-04-2006,3.9
WEST BENGAL,01-05-2006,89
WEST BENGAL,01-06-2006,93.2
WEST BENGAL,01-07-2006,130.5
WEST BENGAL,01-08-2006,89.5
WEST BENGAL,01-09-2006,97.5
WEST BENGAL,01-10-2006,152.9
WEST BENGAL,01-11-2006,0.3
WEST BENGAL,01-12-2006,0
WEST BENGAL,01-01-2007,0.1
WEST BENGAL,01-02-2007,4.6
WEST BENGAL,01-03-2007,1.5
WEST BENGAL,01-04-2007,42.2
WEST BENGAL,01-05-2007,131.2
WEST BENGAL,01-06-2007,129.5
WEST BENGAL,01-07-2007,289.6
